codigo,precio,administracion,latitud,longitud,area,banos,habitaciones,porteria,antiguedad,estado,piso,parqueaderos,estrato,descripcion,pagina,fecha
10627683,145000000,60000,4.621454657671564,-74.1984106591797,50.0,1,2,1,12.0,,3,0.0,2.0,"Vendo casa en conjunto cerrado barrio bosa portal del porvenir etapa 1. Primer piso con sala comedor cocina integral a gas, segundo nivel una alcoba con su clóset un baño, tercer nivel una alcoba vista exterior. Excelente luz natural con buenos acabados, parqueaderos comunales con facilidad vías de acceso",finca_raiz,2024-06-14 19:09:05.407
10196555,290000000,160000,4.593934099999999,-74.1562118,63.0,2,3,1,4.5,,11,1.0,3.0,"Presentamos una gran oportunidad para adquirir tu futura vivienda, ubicado en el exclusivo barrio Madelena con un área construida de 63 m2. Consta de 3 habitaciones, 2 baños, Sala comedor y cocina integral con una espectacular barra tipo americano y adicional un balcón con excelente vista y cuenta con parqueadero cubierto. Un lugar tranquilo y seguro, rodeado de hermosos parques y a pocos minutos de las mejores tiendas, restaurantes y lugares de entretenimiento de la ciudad como lo son el centro comercial Gran Plaza el Ensueño y centro comercial Paseo Villa del Rio, lo que lo hace un lugar ideal para vivir y/o invertir. Además, la propiedad tiene un fácil acceso a importantes vías de transporte como la Av. Boyacá y Autopista Sur, una gran cantidad de servicios y facilidades. Puede ser transformada en una verdadera joya arquitectónica y de diseño, adaptándola a las necesidades y gustos de su futuro propietario. Contáctenos para programar una visita y descubra todo lo que este increíble inmueble tiene que ofrecer. ¡Te esperamos!",finca_raiz,2024-06-14 19:09:05.711
10947545,340000000,257000,4.7251116,-74.04196329999999,62.0,2,2,1,23.0,,3,1.0,4.0,"Apartamento agradable venta sector de cedritos, área 62m2, ubicado en un 3 piso, acceso por escaleras, parqueadero propio cubierto y deposito. Cuenta con 2 habitaciones, 2 baños, sala comedor con chimenea e Iluminación natural en todas sus áreas, cocina integral y zona de lavandería. Pisos en madera en área social y privada, cerámica en baños y cocina; tiene una chapa electrónica con huella, tarjeta y clave, esto nos facilita el acceso sin tener llaves a la mano. Edificio inteligente. Cerca del centro comercial palatino, universidad el bosque, acceso por la avenida 19 y calle 140.  A pocos pasos de almacén éxito 134. Informes Gloria Patricia.",finca_raiz,2024-06-14 19:09:05.901
10600138,590000000,0,4.6771409,-74.1439179,252.0,4,6,0,23.0,,3,1.0,3.0,"Se vende Casa con 2 apartamentos área total de 252 mts construidos. Primer piso tiene un apartamento con ingreso independiente consta de 2 habitaciones, un baño, sala comedor, cocina y patio.  Para el  segundo apartamento: garaje propio y cubierto, 4 habitaciones, 3 baños, sala comedor, cocina, hall de alcobas, terraza y cocina auxiliar.",finca_raiz,2024-06-14 19:09:06.106
10901690,430000000,320000,4.687139,-74.0810024,86.0,2,3,1,23.0,,2,1.0,3.0,"Amplio apartamento con una excelente ubicación a tan solo unos pasos de la calle 80 y la Av. 68.
Segundo piso acceso por escaleras, excelente distribución en sus espacios, iluminación natural, consta de 3 habitaciones amplias, 2 baños completos, sala comedor, estudio, cocina integral con zona de ropas, parqueadero propio cubierto.
El conjunto tiene una antigüedad de 29 años, torres de 5 pisos sin ascensor, cuenta con recepción y vigilancia las 24 horas, el sector es muy tranquilo, rodeado de zonas verdes.",finca_raiz,2024-06-14 19:09:06.301
10310268,580000000,0,4.719375,-74.037816,119.0,3,3,1,23.0,,4,1.0,5.0,"Te presentamos este apartamento duplex ubicado en uno de los mejores barrios de Bogotá, con todo el acceso al comercio y vías principales. 

Al ingresar puedes encontrar la cocina semiabierta y el área social, donde recibes un maravilloso sol en la mañana porque da hacia el oriente. 

En el segundo nivel encuentras las tres  habitaciones, de buen tamaño, la principal con  baño interno.

Está ubicado en un edificio muy moderno y cuentas con parqueaderos para renta adicionales y visitantes.

¡Ven y conócelo!",finca_raiz,2024-06-14 19:09:06.509
10578804,369000000,440000,4.725963399999999,-74.03972949999999,73.0,2,3,1,23.0,,0,1.0,4.0,"Apartamento en venta en Cedritos de 73M2, en un lugar donde se combina modernidad, confort, naturaleza y diversidad comercial. Apartamento con excelente distribución interna, closets en madera flor morado, pisos laminados, excelente iluminación, esquinero, con tres alcobas, dos baños, sala comedor, cocina a gas, zona de lavanderia, deposito y parqueadero, para más información escribenos o llámanos. Colombiana De Finca Raíz 322 9706300 461-1329",finca_raiz,2024-06-14 19:09:06.897
7346796,899000000,0,4.706578731536865,-74.07246398925781,278.0,3,3,0,16.501468428781205,Remodelado,2,1.0,5.0,"Inmobiliaria FyC trae a nuestros compradores esta casa para REMODELAR en Niza antigua. Cuenta con 14m frente x 27m,  construcción 278m²,  totalmente original conservando el jardín interior que da el toque natural y fresco a la casa,  mantiene la luz natural que rodea al inmueble. Su ubicación se ve privilegiada por la tranquilidad de ser zona residencial,  con acceso a diferentes vías principales que lo acerca a restaurantes,  centros comerciales,  financieros y empresariales,  colegios y hospitales..",finca_raiz,2024-06-14 19:09:07.090
10517100,3980000000,3218714,4.6522964636276,-74.049014705459,198.0,3,3,1,4.5,,2,2.0,6.0,"Ganador del Premio Nacional de Arquitectura 2023, ofrece una oportunidad única para adquirir una joya arquitectónica reconocida por su excelencia.
Club House de lujo:** Una obra maestra de diseño con mobiliario y detalles de alta gama, ofreciendo espacios como:
Spa, Peluquería, Gimnasio, Sala de Juegos para niños, Salas de recreación para jóvenes, Salón de Eventos con restaurante, terraza y bbq, Sala de Yoga, Sala de Pilates, Piscina, Turco, Sauna, Salas de Reuniones, Espacio de Co-Working, Sala de Cine, Sendero Ecológico. 
Diseño interior elegante:** Con tres habitaciones y tres baños, el apartamento cuenta con una amplia zona social rodeada por un balcón con impresionantes vistas verdes, creando un ambiente acogedor y elegante. Cocina dotada con electrodomésticos de alta gama. Zona de ropas independiente, Dos parqueaderos independientes y un depósito",finca_raiz,2024-06-14 19:09:07.321
10975263,276500000,125000,4.753709499999999,-74.100298,73.0,2,3,1,23.0,,1,0.0,3.0,"Casa en venta de 73m2, con vista interior, (Casa 84), Consta de 4 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, punto fijo y piso cerámico zona social, baños y cocina. El conjunto cuenta con salón social, parque infantil y vigilancia privada las 24 horas. Cerca a centros comerciales Plaza Imperial, Fiesta Suba; cerca a almacenes de cadena como Éxito, Jumbo, Ara y D1; cerca a colegio Liceo Fesán y José Joaquín Castro; cerca a estación de Transmilenio Portal Suba; Vías de acceso por la Calle 151 y 111A. Te ayudamos con el Crédito Hipotecario para la compra de este inmueble. 16165415323",finca_raiz,2024-06-14 19:09:07.517
10931190,330000000,326000,4.7231353,-74.0447891,57.0,1,1,1,23.0,,3,1.0,4.0,"LA MEJOR  O P O R T U N I D A D    PARA INVERTIR  < BUENA VALORIZACION > VENDO HERMOSO APARTAESTUDIO ESPACIOSO UBICADO CEDRITOS EN LA EXCLUSIVA ZONA EN EL NORTE DE BOGOTA.  < EXCELENTE PRECIO >  
son 39 metros cuadrados de area construida con espacios muy iluminados y ventilados.  ubicado en el 3 piso, con vista exterior. Ingreso por ascensor. distribuido de la siguiente manera; 1 habitaciones, 1 baños, cocina tipo americano, sala-comedor, zona de lavandería,. 1 Parqueaderos  
El apartamento esta totalmente remodelado 
El edificio cuenta con salón social, parque infantil, gimnasio y vigilancia 24 / 7 . 
cerca de colegios y universidades, supermercados y centros comerciales esto dentro una zona residencial exclusiva. 
E 
CONTACTO:  KAREM ROSILLO   317 513 23 86",finca_raiz,2024-06-14 19:09:07.812
10308805,630000000,0,4.657809,-74.052823,75.0,1,1,1,23.0,,6,2.0,6.0,"Este lindo y cómodo apartamento, ubicado en el sector de Bellavista, es una gran oportunidad para aquellos que quieren vivir cerca a la zona financiera de la 72, en donde encontrará restaurantes, bancos, centros comerciales y hoteles, entre otros.
Con una excelente distribución, el apartamento tiene su sala con chimenea a gas, cocina abierta, una muy cómoda habitación con una pequeña zona de estudio, walking closet y baño privado, zona de lavandería y baño social. Además, dos agradables balcones para compartir con amigos y familiares. No dejes pasar la oportunidad de conocerlo!",finca_raiz,2024-06-14 19:09:08.011
10820162,1200000000,1000000000,4.696367299999999,-74.0545697,190.0,5,4,1,23.0,,2,2.0,6.0,"LINDA CASA EN EXCELENTES CONDICIONES FISICA Y ESTRUCTURAL 3 HABITACIONES DE LAS CUALES 2 CON BAÑO PRIVADO,  CUENTA CON 190 MTS2 CONSTRUIDOS INGRESO DIRECTAMENTE AL PARQUEADERO, PISOS EN PORCELANATO Y  LAMINADO, CUENTA CON UNA TERRAZA CUBIERTA, ESTAR DE TV, ESTUDIO, DEPOSITO, CUARTO Y BAÑO DE SERVICIO, VIGILANCIA 24*24, EXCELENTE UBICACION, MUY CERCA DE CENTROS COMERCIALES, PARQUES Y ZONAS VERDES, ALMACENES DE CADENA, RESTAURANTES, A MEDIA CUADRA DE LA AUTOPISTA NORTE, BUEN TRANSPORTE PUBLICO, MUY CERCA DE LA AV CALLE 116, AV CRA 19, AV CALLE 68 Y AUTOPISTA NORTE, CONJUNTO DE 6 CASAS",finca_raiz,2024-06-14 19:09:08.208
10247929,205000000,140000,4.651631099999999,-74.1571386,75.0,2,4,1,12.0,,0,0.0,3.0,"Bonita casa ubicada remodelada en el sector del tintal. Tres niveles, vista interior, conjunto muy tranquilo, iluminada, relativamente cerca al centro comercial Tintal, avenida Cali, avenida guayacanes, acceso a transmilenio por alimentador y  transporte publico SITP, vias de acceso y salida de la ciudad hacia el sur. Sector de alta valorizacion

► 3 Niveles
► 2 Alcobas con closet
► 2 estudios o espacios para alcobas pequeñas
► Sala de estar
► 2 Baños con division en vidrio
► Sala comedor muy amplia
► Cocina integral a gas
► Zona de lavanderia
► Posibilidad de construir Altillo 
►Calentador a gas
► 75 Mtrs
► Admon 140.000
► Estrato 3
► Parqueadero comunal
► 210.000.000 Negociables 
► Se acepta Fondo Nacional del Ahorro",finca_raiz,2024-06-14 19:09:08.425
8243086,350000000,0,4.7014341,-74.1232511,100.0,2,5,0,30.0,Excelente,0,0.0,3.0,"Excelente Casa ubicada, en el sector de Garcés Navas , Engativá , tiene vista exterior  con un área de 100 m2, de 3 niveles  distribuidos en con 5 habitaciones, 2 baños , 2 cocinas semi integrales, y terraza. La casa cuento con un apartamento ubicado en el primer piso con entrada independiente con dos habitaciones, baño, cocina, sala comedor, patio trasero. El segundo piso cuenta con 3 habitaciones, baños, cocina, sala comedor y acceso a terraza con lavadero. Ubicada  cerca de avenidas principales, con facilidad al transporte público Portal 80, centro comercial, parque San Andrés, Hospital de Engativá",finca_raiz,2024-06-14 19:09:08.634
10640958,250000000,0,4.5595686,-74.0974208,74.0,2,4,0,23.0,,3,0.0,3.0,"Linda casa totalmente REMODELADA, licencia de construccion ,tres pisos ,finos acabados,  documentos al dia .
Sala- comedor,cocina integral ,patio interior,zona de lavanderia, Segundo Piso: Dos amplias habitaciones. 
Tercer Piso: Alcoba con baño privado , +habitación opcion estudio.NEGOCIABLES.",finca_raiz,2024-06-14 19:09:08.831
10607865,1380000000,1420000,4.684050099999999,-74.0537879,130.0,4,3,1,12.0,,5,2.0,6.0,"HERMOSO Y MODERNO, EXTERIOR EN EDIFICIO CLUB HOUSE.  Sala con un balcón grande, comedor, baño social, cocina abierta, zona de ropas, 3 habitaciones cada una con closet y baño, principal con balcón. 2 garajes independientes, depósito y cava de vinos., pisos en madera área social y habitaciones.  Edificio rodeado de jardines que dan total tranquilidad y consta de Club Preferencial.  Lobby triple altura, salón social, piscina y jacuzzi climatizados.  Spa-Sauna y turco, gimnasio., cancha Squash, Putting Green (áreas verdes). Pista de Trote.  Bar. Sky Lounge (sitio para relajarse con cómodos sillones) Área Infantil.   Lobby Vehicular. Cuarto de escoltas. 3 ascensores y vista panorámicos desde el edifico. Caldera gas para agua caliente todo el Edificio, incluido en administración. Planta Eléctrica 100% cobertura.  Parqueaderos de visitantes.",finca_raiz,2024-06-14 19:09:09.024
10098108,670000000,1410000,4.7011284,-74.0508718,134.0,3,3,1,30.0,,1,3.0,5.0,"Apartamento en venta en Santa Bárbara de 134m2. Exterior. 100% Remodelado, excelente mantenimiento. Muy buena distribución arquitectónica e iluminación natural. Buenos acabados. Sala amplia, comedor independiente comunicado con la cocina semi abierta muy bien remodelada, amplia con comedor auxiliar. Lavandería independiente. CBS. Tres habitaciones con buena luz natural. Dos baños completos y baño de servicio. Tres garajes. Buena ubicación cerca a parques, zona comercial, restaurantes. Estrato 5",finca_raiz,2024-06-14 19:09:09.226
10666378,460000000,500000,4.7023363,-74.0520439,73.0,2,2,0,23.0,,1,1.0,5.0,"El Edificio: Cuenta con conserje, recepción, Sala de espera, CCTV.
Apartamento 102: ubicado en uno de los sectores más exclusivos al norte de Bogotá, como lo es Santa Bárbara. 
El apartamento tiene 73 m2 distribuidos en cocina para estrenar recien remodelada, Sala Comedor, Terraza, 2 habitaciones, 1 parqueadero y 1 deposito.
Vista Interior y se vende a puertas cerrada.",finca_raiz,2024-06-14 19:09:09.465
10882786,620000000,649000,4.640332799999999,-74.0590515,78.0,2,2,1,12.0,,6,1.0,4.0,"¡Excelente oportunidad en la zona norte de Bogotá, barrio El Castillo!

- Área construida de 79 m² en sexto piso exterior.
- Sala comedor con chimenea y balcón para disfrutar de las vistas.
- Cocina abierta tipo americano y zona de lavandería.
- Dos alcobas y dos baños para comodidad de la familia.
- Incluye un garage para tu conveniencia.
- Tiempo de construido: 14 años.
- El edificio cuenta con parqueadero de visitantes.",finca_raiz,2024-06-14 19:09:09.865
10940690,180000000,140000,4.7316649,-74.1184768,49.0,1,3,1,23.0,,2,0.0,3.0,"Este hermoso e iluminado apartamento ubicado en la vibrante Ciudadela Colsubsidio,  te brindará comodidad y calidad de vida. con distribución inteligente de sus espacios, este inmueble se convierte en una excelente opción para aquellos que buscan un hogar práctico y acogedor, Con 3 alcobas y un baño, este apartamento ofrece un ambiente perfecto para el descanso y la privacidad de tu familia. Además, cuenta con características internas que facilitarán tu día a día como lo son los clósets, ideales para mantener tus pertenencias en orden. Además, su amplia cocina equipada y su cocina integral te permitirán preparar deliciosas comidas para tus seres queridos.

Disfruta de la tranquilidad de tu hogar en compañía de tus mascotas. Este apartamento admite la presencia de tus amigos peludos, convirtiéndose en un lugar ideal para crear recuerdos inolvidables en familia. Además, su vista hacia zonas verdes y sus pisos en cerámica, te conectarán con la naturaleza y le darán una sensación de frescura a tu hogar.

Pero esto no es todo, sus características externas también son impresionantes. Con accesos pavimentados y específicamente adaptados para personas con discapacidad, podrás moverte fácilmente por el edificio y el apartamento que se encuentra ubicado en primer piso. Además, su cercanía a centros comerciales y zonas urbanas te brindarán la comodidad de tener todo al alcance de tu mano.

En este apartamento disfrutarás de una variedad de opciones de entre",finca_raiz,2024-06-14 19:09:10.072
10897458,380000000,319000,4.744162,-74.02560559999999,76.0,2,3,1,4.5,,12,1.0,4.0,"Apartamento en Venta en Santa Teresa, Bogotá
Conjunto residencial prado verde 
precio: $380.000.000
Administración $319.000
76.24 M(área construida)
Piso 12 
3 habitaciones 
Cocina (tipo americana)
2 baños
1 parqueadero cubierto
Zonas comunes 
Salón comunal
Gym
Zonas húmedas 
Teatrino 
Parques infantiles 
Zonas verdes",finca_raiz,2024-06-14 19:09:10.271
10664837,1050000000,1128700,4.681,-74.057,171.0,3,3,1,23.0,Bueno,4,1.0,6.0,"¡Bienvenido al apartamento de tus sueños en el corazón de la ciudad!

Ubicado en un sector privilegiado y tranquilo, este apartamento te ofrece la combinación perfecta de comodidad y conveniencia. Rodeado de la serenidad que solo una ubicación exclusiva puede ofrecer.

¿Necesita movilidad? A solo 200m portal de Transmilenio, brindándole acceso rápido y fácil a toda la ciudad. con vías de acceso muy cerca como la 100, la autopista, Cr 19...etc asegurando que sus desplazamientos sean siempre sin complicaciones.
A pocos minutos , del parque de la 93 con una amplia variedad de tiendas y restaurantes.

Clínicas cercanas como Los Nogales, VIP Colpatria, Colsubsidio calle 100 y Compensar calle 94 a solo unos pasos de distancia, puedes estar tranquilo sabiendo que la atención médica de calidad está siempre cerca.",finca_raiz,2024-06-14 19:09:10.670
10234364,170000000,130000,4.7104927,-74.1386531,56.0,2,3,1,12.0,,3,0.0,2.0,"Excelente apartamento en VENTA de 52m2,  ubicado en un 3re piso, acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con parque infantil, salón social, y vigilancia privada las 24 horas. Fácil acceso a transporte publico ( SITP-TRANSMILENIO). si deseas coordinar una cita para ir a visitarlo CONTACTENOS.",finca_raiz,2024-06-14 19:09:10.860
10750616,320000000,251200,4.729997399999999,-74.0310932,62.0,2,3,1,30.0,,2,1.0,4.0,"Apartamento con vista exterior y excelente distribución. Cuenta con 3 alcobas, 2 baños completos, sala comedor, cocina cerrada, zona de lavandería y 1 garaje cubierto. Edificio con ascensor. Se encuentra en conjunto cerrado con vigilancia 24 hrs.",finca_raiz,2024-06-14 19:09:11.172
10980606,1400000000,1477800,4.690894572157831,-74.05396349839476,199.0,4,4,1,12.0,,5,3.0,6.0,"Se Vende Apartamento en Chico Navarra* 

188 + 11 Mts de balcón terraza para bbq 
5to piso exterior esquinero 

3 habitaciones cada una con baño + estudio 
Baño social 
Cocina abierta tipo americano con extractor 
Zona de lavandería 
Chimenea 

3 parqueaderos 
1 depósito 

Valor de venta : *1,400 millones* 
Valor de admon: 1,477,800 con descuento aplicado 

Años de construido: 13",finca_raiz,2024-06-14 19:09:11.361
10658037,195000000,120000,4.7128325122308,-74.113962650299,53.0,1,3,1,30.0,,5,0.0,3.0,"Arriendo apartamento en Bochica 2. El conjunto está ubicado sobre la calle 80 al lado del centro comercial Portal 80, Parque San Andrés y Portal de la 80 de Transmilenio. El conjunto cuenta con vigilancia las 24 horas, amplias zonas verdes y variedad de parques. El apartamento está en quinto piso torre sin ascensor, es acogedor y tiene linda vista. Racibe buena iluminación durante todo el día. Agenda ya tu cita y conoce este lindo apartamento.",finca_raiz,2024-06-14 19:09:11.561
10966655,506000000,529200,4.6873964,-74.0610578,61.0,2,2,1,4.5,,10,1.0,5.0,"Apartamento en venta remodelado de 61m2, con vista exterior, ubicado a pocos metros de la calle 100 y autopista norte, se encuentra en un piso 10, acceso por ascensor. Consta de 2 habitaciones con closet, 2 baños, sala comedor, balcón, cocina integral y zona de lavandería. Tiene piso laminado en habitación y zona social y piso cerámico en baño y cocina. El edificio cuenta con gimnasio, BBQ, salón comunal, zona para niños y vigilancia privada las 24 horas. Cerca a centro comercial Iserra 100; cerca a olímpica calle 100, almacenes de cadena Éxito y Carulla; cerca a Colegio San Sebastian; cerca a estación de Transmilenio Calle 100; Vías de acceso por la Calle 100 y Carrera 49A.",finca_raiz,2024-06-14 19:09:11.761
10799507,410000000,440000,4.734,-74.051,90.0,2,3,1,23.0,Bueno,0,1.0,4.0,"Luque Ospina y Compañia ofrece para la venta apartamento en Mazuren IV segundo piso de 90 metros, cuenta con tres alcobas alfombradas , dos baños, sala comedor con chimenea, cocina integral a gas con zona de lavandería, un garaje cubierto y depósito dentro del apartamento.El Conjunto cuenta gimnasio, salon social, parque infantil. 
Excelente para modernizar!!!",finca_raiz,2024-06-14 19:09:11.962
10226029,329000000,319000,4.6694681,-74.12999049999999,70.0,2,2,1,23.0,,3,1.0,4.0,"Apartamento en venta en conjunto residencial Isla Menorca, tercer piso, dos alcobas y estudio, o tercera habitación,  dos baños, cocina cerrada y zona de lavandería con buena iluminación y ventilación, pisos en cerámica de mármol, un parqueadero cubierto. Vigilancia 24 horas, salón social, terraza. Excelente ubicación por facilidad en vías de acceso y transporte público. Zona rodeada de parques.",finca_raiz,2024-06-14 19:09:12.178
10614825,1420000000,1100000,4.6707452,-74.0431856,158.0,3,2,1,12.0,,2,2.0,6.0,"Muy buen apartamento en exclusivo barrio Chicó Oriental a una cuadra de la carrera 7ª. Con vista a las casas del barrio y a la montaña. Cuenta con una amplia zona social de sala-comedor con chimenea y un amplio hall de entrada. Cuenta con dos alcobas cada una con baño y la principal con Walking Closet. Terraza y balcón, baño de emergencia. Cocina integral, lavandería y cuarto y baño de servicio. Tiene dos parqueaderos.",finca_raiz,2024-06-14 19:09:12.703
10318277,240000000,240000000,4.617566635114697,-74.12323232485352,52.0,1,2,1,30.0,,5,1.0,3.0,"Apartamento ubicado en el conjunto residencial El refugio, cerca de la 3 con 68.
Piso 5 de dos habitaciones, un baño, sala comedor cocina y zona de ropas.",finca_raiz,2024-06-14 19:09:13.122
10308804,1500000000,1040000,4.660114,-74.048512,140.0,2,1,1,16.501468428781205,,2,1.0,6.0,"Este es un apartamento único en la ciudad, con mucha personalidad, solo apto para personas que amen profundamente el buen diseño y el confort.

Está ubicado en una calle cerrada y tranquila, en Rosales bajo, desde donde podrás caminar a todas partes y conectarte vehicularmente con la ciudad entera.

Te sorprenderá la calidad espacial de sus ambientes: sala, comedor y cocina abierta moderna, de reciente factura, comparten un espacio dominado por el buen gusto,  con un enorme jardín de aproximadamente 300 m2, que disfrutarás cada día, con toda seguridad.

El apartamento está 100% remodelado por un importante arquitecto bogotano. Presenta características de diseño que te harán amar cada uno de sus espacios. La habitación tiene ventanas desde donde podrás ver el jardín, baño en suite y amplios closets con un diseño muy especial. Podrás disfrutar del baño turco privado, cada vez que se te antoje.

Visita y prepárate para una extraordinaria experiencia. ¡Disponible ya!",finca_raiz,2024-06-14 19:09:13.539
10678354,960000000,850000,4.6953289022834,-74.045646032318,128.0,4,3,1,23.0,,2,1.0,6.0,"VENTA Apartamento rde 3 habitaciones con 2 terrazas, muy iluminado, reformado y ubicado en el barrio de Santa Barbara. La sala con chimenea y estudio conectados con una puerta para independizar los espacios, baño social, comedor con salida a la terraza principal, la cocina es abierta estilo Americano, con zona de lavanderia independiente y salida a la terraza, tiene cuarto y baño de servicio.

La zona de habitaciones esta separada de la zona social, y todas cuentan con vista a la 2da terraza.  La habitación principal con salida a la terraza, walk-in closet y baño, y hay otro baño completo para las otras 2 habitaciones. Tiene piso laminado en zona social y habitaciones y puerta de seguridad. Cuenta con 1 parqueadero independiente.",finca_raiz,2024-06-14 19:09:13.759
10980810,421500000,448000,4.7033367,-74.0328803,73.0,2,1,0,12.0,,0,1.0,4.0,"Apartaestudio en cuarto piso exterior, de buen tamaño con área para estudio, baño social, cocina abierta, zona de lavado, zona social, amplia habitación con baño privado, gran closet y salida a balcón. Lo complementa 1 parqueadero y depósito.

Conjunto cerrado con vigilancia 24/7, salón social, parqueaderos de visitantes, zona bbq y gimnasio.",finca_raiz,2024-06-14 19:09:13.948
10536039,503000000,500000,4.691639531763991,-74.04220819473268,60.0,2,1,1,4.5,,2,1.0,6.0,"Excelente ubicación, transporte publico cercano, cerca a parques, zonas verdes, restaurantes, parques para niños, bancos, gimnasios, etc. El apartamento cuenta con una excelente vista panoramica, buen gusto, excelentes acabados, buen gusto, muy iluminado.",finca_raiz,2024-06-14 19:09:14.142
10810556,580000000,0,4.6038728,-74.1073641,165.0,2,4,0,30.0,,1,0.0,3.0,"Bodega de 7.50 x 17 área libre, al fondo en el primer piso, dos habitaciones, cocineta, y baño. Segundo piso dos oficinas, cocineta y baño. Área del lote 7.50 x 22",finca_raiz,2024-06-14 19:09:14.354
10878289,330000000,240000,4.649157499999999,-74.15040189999999,80.0,2,3,1,4.5,,1,1.0,3.0,"Excelente oportunidad de inversion, zona de valorizacion, al dia sin afectaciones, precio de oportunidad , por debajo del m2 de la zona , consta de 3hab, 2 baños, sala y y comedor, cocina integral, zona de ropas, espacion de nevecon , patio de ropas , puerta de seguridad, cotinas, parqueadero propio descubierto., conjunto con club house (pisina, gimnasio, salon social, salon de juegos, zonas verdes, zona de niños), parqueadero de visitantes.....",finca_raiz,2024-06-14 19:09:14.564
10880678,465000000,383500,4.7271397,-74.043461,68.0,2,2,1,4.5,,3,2.0,4.0,"Apartamento en Venta sector exclusivo de cedritos muy cerca a centros comerciales, ciclo ruta, excelentes vías de acceso, como la avenida 19, calle 147, autopista norte, carrera 15, avenida 9,  el apartamento es exterior con muy buena iluminación, sol de tarde, el edificio tiene solo seis años cuenta con dos ascensores, gimnasio, salón social, parqueadero de visitantes. El apartamento tiene dos alcobas, dos baños completos, cocina abierta, zona de lavandería, sala comedor en un solo ambiente con balcón, dos garajes y un deposito.",finca_raiz,2024-06-14 19:09:14.759
10310869,1150000000,1000000,4.694225,-74.052174,151.0,3,3,0,23.0,,4,3.0,6.0,"En PADS te presentamos este increíble apartamento ubicado en uno de los puntos más exclusivos del norte de la ciudad, con acceso a vías principales, parques, restaurantes y establecimientos comerciales. 

Al ingresar a este apartamento encontrarás con un magnífico hall de entrada que conecta con una iluminada zona social compuesta por sala comedor abierta, un baño social y una amplia cocina integral con zona de ropas y cuarto y baño de servicio. 

Al dirigirte hacia el área privada hallarás un espacio independiente que podrás utilizar como estudio o área de trabajo, acompañado de tres espaciosas habitaciones, la principal con walk-in closet y baño, junto a dos habitaciones auxiliares con baño compartido.  

El edificio cuenta con excelentes zonas comunes, entre las cuales se encuentra una cancha de squash, un amplio salón de reuniones y un parque exterior. 

¡Agenda tu cita para conocer este apartamento cuanto antes!",finca_raiz,2024-06-14 19:09:15.081
10284826,500000000,425000,4.7205781,-74.0638699,86.0,3,3,1,23.0,,5,2.0,5.0,"Ofertamos en VENTA excelente  apto  remodelado , en Iberia, cercanias a centro comerciales, Calle 134, Av. Las Villas, en un quinto piso, con vista Norte, se entrega con lava-vajillas, horno, micro-ondas, lavadora-secadora
Sala comedor en un solo ambiente, cocina independiente con zona de lavanderia, hall de alcobas, estudio, alcobas con closet cada una, baños completos y un baño social.
Pisos en madera laminada. Deposito y un garaje (1 línea) amplio.
Valor Venta $500MM (opcional cargador electrico para vehiculo $5MM)
El edificio cuenta con lobby ,CCTV, vigilancia 24 horas, Salón social, GYM, sauna,Parque infantil",finca_raiz,2024-06-14 19:09:15.293
10806782,1000000000,1676000,4.6855538,-74.0438512,196.0,5,5,1,23.0,,6,2.0,3.0,"ESPECTACULAR PENT HOUSE AMPLIO Y MUY ILUMINADO, UBICADO EN UNA DE LAS ZONAS MAS EXCLUSIVAS DE BOGOTA A UN EXCELENTE PRECIO.
196 METROS, DISTRIBUIDOS EN DOS PLANTAS. EN EL PRIMER PISO SALA, COMEDOR, BAÑO, COCINA AMPLIA, CUARTO DE SERVICIO Y BAÑO, BALCON Y ESTUDIO
EN EL SEGUNDO PISO 4 HABITACIONES, LA PRINCIPAL CON BAÑO Y TINA, Y TRES BAÑOS MÁS CON DUCHA Y SALA DE TELEVISION.
TRES PARQUEADEROS Y DEPOSITO",finca_raiz,2024-06-14 19:09:15.505
